sec,msg_type,channel,note,velocity,dynamic,accent,count,main_vol,depth,pedal,pan
5.7,"['note_off', 'note_on', 'note_on']","[0, 0, 0]","[70, 69, 69]","[64, 100, 66]",mf,0,3,0,0,0,0
5.8,['note_off'],[0],[70],[64],mp,0,1,0,0,0,0
5.9,[],[],[],[],,0,0,0,0,0,0
6.0,"['note_off', 'note_off', 'note_off', 'note_off', 'note_on', 'note_on', 'note_on', 'note_on', 'note_off']","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[46, 53, 58, 69, 48, 70, 70, 48, 69]","[64, 64, 64, 64, 100, 100, 80, 68, 64]",mp,0,9,0,0,0,0
6.3,[],[],[],[],,0,0,0,0,0,0
6.4,['note_on'],[0],[55],[48],pp,0,1,0,0,0,0
6.5,"['note_on', 'note_off']","[0, 0]","[55, 48]","[100, 64]",mf,1,2,0,0,0,0
6.8,[],[],[],[],,0,0,0,0,0,0
6.9,"['note_on', 'note_off']","[0, 0]","[60, 70]","[57, 64]",p,0,2,0,0,0,0
7.0,"['note_off', 'note_on', 'note_on', 'note_on', 'note_off']","[0, 0, 0, 0, 0]","[70, 60, 69, 69, 55]","[64, 100, 100, 64, 64]",mf,1,5,0,0,0,0
7.1,['note_off'],[0],[60],[64],mp,0,1,0,0,0,0
7.2,"['note_on', 'note_off', 'note_on']","[0, 0, 0]","[70, 69, 70]","[63, 64, 100]",mf,0,3,0,0,0,0
7.3,['note_off'],[0],[69],[64],mp,0,1,0,0,0,0
7.4,[],[],[],[],ppp,0,0,0,0,"[48, 16, 0]",0
7.5,"['note_off', 'note_off', 'note_off', 'note_off', 'note_on', 'note_on', 'note_on', 'note_on', 'note_off']","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[48, 55, 60, 70, 41, 72, 41, 72, 70]","[64, 64, 64, 64, 100, 100, 58, 70, 64]",mp,0,9,0,0,"[4, 24, 76, 104, 127]",0
7.7,[],[],[],[],,0,0,0,0,0,0
7.8,['note_off'],[0],[72],[64],mp,0,1,0,0,0,0
7.9,"['note_on', 'note_off']","[0, 0]","[48, 41]","[53, 64]",p,0,2,0,0,0,0
8.0,['note_on'],[0],[48],[100],f,1,1,0,0,0,0
8.3,[],[],[],[],,0,0,0,0,0,0
8.4,"['note_off', 'note_on', 'note_on']","[0, 0, 0]","[48, 53, 65]","[64, 44, 73]",p,0,3,0,0,0,0
8.5,"['note_off', 'note_on', 'note_on']","[0, 0, 0]","[72, 53, 65]","[64, 100, 100]",f,1,3,0,0,0,0
8.6,[],[],[],[],,0,0,0,0,0,0
8.7,"['note_on', 'note_off', 'note_on', 'note_off']","[0, 0, 0, 0]","[64, 65, 64, 65]","[62, 64, 100, 64]",mp,0,4,0,0,0,0
8.8,[],[],[],[],,0,0,0,0,0,0
8.9,"['note_off', 'note_on', 'note_on']","[0, 0, 0]","[53, 45, 65]","[64, 55, 73]",mp,0,3,0,0,"[114, 108, 106, 108, 114, 122]",0
9.0,"['note_off', 'note_off', 'note_off', 'note_off', 'note_on', 'note_on', 'note_off']","[0, 0, 0, 0, 0, 0, 0]","[41, 48, 53, 64, 45, 65, 64]","[64, 64, 64, 64, 100, 100, 64]",mp,0,7,0,0,127,0
9.1,[],[],[],[],,0,0,0,0,0,0
9.2,['note_off'],[0],[65],[64],mp,0,1,0,0,0,0
9.3,[],[],[],[],,0,0,0,0,0,0
9.4,['note_on'],[0],[52],[55],p,0,1,0,0,0,0
9.5,"['note_on', 'note_off']","[0, 0]","[53, 45]","[100, 64]",mf,1,2,0,0,0,0
9.8,[],[],[],[],,0,0,0,0,0,0
9.9,['note_on'],[0],[57],[62],mp,0,1,0,0,0,0
10.0,"['note_off', 'note_on', 'note_on', 'note_on', 'note_off']","[0, 0, 0, 0, 0]","[65, 57, 69, 69, 52]","[64, 100, 100, 73, 64]",mf,1,5,0,0,0,0
10.1,['note_off'],[0],[57],[64],mp,0,1,0,0,0,0
10.3,[],[],[],[],,0,0,0,0,0,0
10.4,['note_on'],[0],[46],[60],p,0,1,0,0,0,0
10.5,"['note_off', 'note_off', 'note_off', 'note_off', 'note_on', 'note_on', 'note_on', 'note_off']","[0, 0, 0, 0, 0, 0, 0, 0]","[45, 53, 57, 69, 46, 62, 62, 69]","[64, 64, 64, 64, 100, 101, 66, 64]",mp,0,8,0,0,0,0
10.7,[],[],[],[],,0,0,0,0,0,0
10.8,['note_off'],[0],[46],[64],mp,0,1,0,0,0,0
11.0,['note_on'],[0],[53],[100],f,1,1,0,0,0,0
11.2,[],[],[],[],,0,0,0,0,0,0
11.3,['note_off'],[0],[53],[64],mp,0,1,0,0,0,0
11.6,['note_off'],[0],[58],[64],mp,0,1,0,0,0,0
11.8,[],[],[],[],,0,0,0,0,0,0
11.9,"['note_on', 'note_on']","[0, 0]","[48, 64]","[70, 75]",mp,0,2,0,0,"[114, 104, 98, 96, 100, 110, 120, 127]",0
12.0,"['note_off', 'note_off', 'note_off', 'note_off', 'note_on', 'note_on', 'note_off']","[0, 0, 0, 0, 0, 0, 0]","[46, 62, 53, 58, 48, 64, 62]","[64, 64, 64, 64, 100, 94, 64]",mp,0,7,0,0,0,0
12.1,[],[],[],[],,0,0,0,0,0,0
12.2,['note_off'],[0],[64],[64],mp,0,1,0,0,0,0
12.4,[],[],[],[],,0,0,0,0,0,0
12.5,"['note_on', 'note_on', 'note_off']","[0, 0, 0]","[55, 55, 48]","[100, 59, 64]",mp,0,3,0,0,0,0
12.8,[],[],[],[],,0,0,0,0,0,0
12.9,['note_on'],[0],[60],[59],p,0,1,0,0,0,0
13.0,"['note_off', 'note_on', 'note_on', 'note_off', 'note_on', 'note_off']","[0, 0, 0, 0, 0, 0]","[64, 60, 69, 55, 69, 60]","[64, 100, 92, 64, 73, 64]",mf,1,6,0,0,0,0
13.1,[],[],[],[],,0,0,0,0,0,0
13.2,"['note_off', 'note_on', 'note_on']","[0, 0, 0]","[69, 70, 70]","[64, 90, 75]",mf,1,3,0,0,0,0
13.3,['note_off'],[0],[69],[64],mp,0,1,0,0,0,0
13.4,[],[],[],[],ppp,0,0,0,0,"[108, 92, 86, 82, 84, 90, 96]",0
13.5,"['note_off', 'note_off', 'note_off', 'note_off', 'note_on', 'note_on', 'note_on', 'note_on', 'note_off']","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[48, 55, 60, 70, 41, 72, 41, 72, 70]","[64, 64, 64, 64, 100, 100, 60, 70, 64]",mp,0,9,0,0,"[108, 124, 127]",0
13.8,[],[],[],[],,0,0,0,0,0,0
13.9,"['note_off', 'note_on']","[0, 0]","[72, 48]","[64, 55]",p,0,2,0,0,0,0
14.0,"['note_on', 'note_off']","[0, 0]","[48, 41]","[100, 64]",mf,1,2,0,0,0,0
14.3,[],[],[],[],,0,0,0,0,0,0
14.4,"['note_off', 'note_on', 'note_on']","[0, 0, 0]","[48, 53, 65]","[64, 51, 66]",p,0,3,0,0,0,0
14.5,"['note_off', 'note_on', 'note_on']","[0, 0, 0]","[72, 53, 65]","[64, 100, 100]",f,1,3,0,0,0,0
14.6,[],[],[],[],,0,0,0,0,0,0
14.7,"['note_on', 'note_off', 'note_on', 'note_off']","[0, 0, 0, 0]","[64, 65, 64, 65]","[62, 64, 100, 64]",mp,0,4,0,0,0,0
14.8,[],[],[],[],ppp,0,0,0,0,114,0
14.9,"['note_off', 'note_on']","[0, 0]","[53, 45]","[64, 51]",p,0,2,0,0,"[92, 74, 62, 56, 58, 66, 86, 110, 127]",0
15.0,"['note_off', 'note_off', 'note_off', 'note_off', 'note_on', 'note_on', 'note_on', 'note_off']","[0, 0, 0, 0, 0, 0, 0, 0]","[41, 48, 53, 64, 45, 65, 65, 64]","[64, 64, 64, 64, 100, 75, 100, 64]",mp,0,8,0,0,0,0
15.1,[],[],[],[],,0,0,0,0,0,0
15.2,['note_off'],[0],[65],[64],mp,0,1,0,0,0,0
15.3,[],[],[],[],,0,0,0,0,0,0
15.4,['note_on'],[0],[52],[51],p,0,1,0,0,0,0
15.5,"['note_on', 'note_off']","[0, 0]","[53, 45]","[100, 64]",mf,1,2,0,0,0,0
15.8,[],[],[],[],,0,0,0,0,0,0
15.9,['note_on'],[0],[57],[51],p,0,1,0,0,0,0
16.0,"['note_off', 'note_on', 'note_on', 'note_on', 'note_off']","[0, 0, 0, 0, 0]","[65, 57, 72, 72, 52]","[64, 100, 100, 73, 64]",mf,1,5,0,0,0,0
16.1,[],[],[],[],,0,0,0,0,0,0
16.2,"['note_off', 'note_off']","[0, 0]","[57, 72]","[64, 64]",mp,0,2,0,0,0,0
16.3,[],[],[],[],,0,0,0,0,0,0
16.4,"['note_on', 'note_on']","[0, 0]","[46, 72]","[60, 77]",mp,0,2,0,0,0,0
16.5,"['note_off', 'note_off', 'note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0, 0, 0]","[72, 45, 53, 57, 46, 72]","[64, 64, 64, 64, 100, 100]",mf,0,6,0,0,0,0
16.7,[],[],[],[],,0,0,0,0,0,0
16.8,['note_off'],[0],[46],[64],mp,0,1,0,0,0,0
17.0,['note_on'],[0],[53],[100],f,1,1,0,0,0,0
17.1,['note_off'],[0],[72],[64],mp,0,1,0,0,0,0
17.2,"['note_off', 'note_on', 'note_on']","[0, 0, 0]","[72, 74, 74]","[64, 100, 68]",mf,1,3,0,0,0,0
17.3,[],[],[],[],,0,0,0,0,0,0
17.4,['note_off'],[0],[53],[64],mp,0,1,0,0,0,0
17.5,"['note_off', 'note_on', 'note_on', 'note_on', 'note_on', 'note_off']","[0, 0, 0, 0, 0, 0]","[74, 58, 70, 58, 70, 74]","[64, 100, 100, 50, 75, 64]",mf,0,6,0,0,0,0
17.6,['note_off'],[0],[58],[64],mp,0,1,0,0,0,0
17.7,"['note_off', 'note_on', 'note_on']","[0, 0, 0]","[70, 69, 69]","[64, 100, 59]",mp,0,3,0,0,0,0
17.8,['note_off'],[0],[70],[64],mp,0,1,0,0,0,0
